Comune,Provincia,Categoria,Classificazione,Denominazione,CAP,Indirizzo,Gestore,Città,Località,Telefono,FAX,Cellulare,Indirizzo internet,Indirizzo di posta elettronica,Codice ISTAT,Numero struttura,Longitudine,Latitudine,,,,,
Fiastra,MACERATA,BED & BREAKFAST,BedBreakfast,LA Ro.Sa.,62033,via san lorenzo in colpolina 21,SABRINA SIMONELLI,FIASTRA,FIASTRA,73746196,,3283671124,www.larosabeb.it,sabrina.sim@tiscali.it,43017,15452,13.1243,43.0871,,,,,
Fiastra,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,LE CASETTE,62033,'via sant'' ilario 1',FABRIZIO,ENZA FABRIZI,LIBERTI,FIASTRA,FIASTRA,73752208,73752208,,,,43017,1576,13.1143,43.0355,,,
Fiastra,MACERATA,ALLOGGI IN AFFITTO,Affittacamere,LELI FIORENZO,62033,via circonvallazione del lago 19,FIORENZO LELI,FIASTRA,FIASTRA,73752669,73752669,,,osteriadellago19@gmail.com,43017,12252,13165,43.0398,,,,,
Fiastra,MACERATA,CAMPEGGI,Campeggi 1 stella,CAMPING NATURALISTICO BELVEDERE RUFELLA,62033,,GIANLUCA ROSSI,FIASTRA,loc.Fiegni,0737 527013,,3382534203,www.campingnaturalisticofiastra.it,info@campingnaturalisticofiastra.it,43017,13330,,,,,,,
Fiastra,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO DUE SORELLE,62033,via Chiesa San Martino 6,ANJA KINSKW,FIASTRA,,0737 52443,,,www.due-sorelle.com,info@due-sorelle.com,43017,17141,,,,,,,
Fiastra,MACERATA,BED & BREAKFAST,BedBreakfast,B&B LA COCCINELLA,62033,via Umberto I 37,ROBERTA BLANCHI,FIASTRA,,0733 35440,,329 3720854,www.bandblacoccinella.it,bandblacoccinella@gmail.com,43017,17332,,,,,,,
Fiastra,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,CAMPO DEL RIO,62033,frazione di Rio 8,MARIA CANDIDA PINI,FIASTRA,,0737 52643,,333 8602008,,info@campodelrio.it,43017,16595,,,,,,,
Fiastra,MACERATA,RIFUGI,Rifugio Escursionistico,IL TRIBBIO DI RICOTTINI GIANCARLO,62033,via Monte Coglia snc,GIANCARLO RICOTTINI,FIASTRA,,0737 527027,,333 6733300,www.rifugioditribbio.com,info@rifugioditribbio.com,43017,16315,,,,,,,
Fiastra,MACERATA,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,VARAGONA MARIA,62033,colle di Fiastra 51,MARIA VARAGONA,FIASTRA,,733215124,,328 4651371,www.antichigelsi.it,mgiovannavaragona@gmail.com,43017,18095,,,,,,,
Filottrano,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,AFFITTACAMERE F.LLI ROSSI,60024,'via dell''Industria  85',SIMONE ROSSI,FILOTTRANO,FILOTTRANO,071 7220314.,,3493125669,,simonerossi1977@libero.it,42019,17692,,,,,,,
Filottrano,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO LA ROVERELLA,60024,VIA SAN PIETRO 37,ANYUTA SIMONETTI,FILOTTRANO,FILOTTRANO,717222178,717222178,3335825144,www.laroverella.it,info@laroverella.it,42019,14175,13.3491,43.4668,,,,,
Filottrano,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO VILLA CENTOFINESTRE,60024,via Centofinestre 8,RICCARDO AIESI,FILOTTRANO,FILOTTRANO,,558249231,335 8106514,www.villacentofinestre.com,info@villacentofinestre.com,42019,13201,13.3839,43.4391,,,,,
Filottrano,ANCONA,BED & BREAKFAST,BedBreakfast,B&B I TRE PULCINI,60024,via marinuccia alta 4,MATILDE PULCINI,FILOTTRANO,FILOTTRANO,071 7220596,717220596,349 3996738,www.itrepulcini.it,info@itrepulcini.it,42019,14775,13.3596,43.4622,,,,,
Filottrano,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA VECCHIA SCUOLA,60024,VIA CESARINA 20,ROMEO PIERANDREI,FILOTTRANO,FILOTTRANO,,,3295405535,,rentrooms.cesarina@gmail.com,42019,18524,,,,,,,
Filottrano,ANCONA,TURISMO RURALE,Country House,COUNTRY HOUSE LAMADDALENA,60024,Via Storaco 3,GRAZIELLA SCORTICHINI,FILOTTRANO,FILOTTRANO,717222294,,3881297355,www.agriturismolamaddalena.com,info@agriturismolamaddalena.com,42019,19005,,,,,,,
Filottrano,ANCONA,ALBERGHI,Alberghi 3 stelle,HOTEL SETTE COLLI,60024,via gemme 1,PAOLO PITTURA,FILOTTRANO,FILOTTRANO,717220104,717227014,3292664404,settecolli.it,hotel@settecolli.it,42019,11499,13.3466,43.4262,,,,,
Filottrano,ANCONA,BED & BREAKFAST,BedBreakfast,IL CASALE DORATO,60024,Via Rovigliano 10,Pamela Balin,FILOTTRANO,FILOTTRANO,,,3664770719,,pamadochen@gmail.com,42019,18994,,,,,,,
Filottrano,ANCONA,BED & BREAKFAST,BedBreakfast,B&B VILLA NICOLE,60024,Via San Biagio 1,NICOLE ACCORRONI,FILOTTRANO,Via San Biagio,717220349,717220349,3319939185,www.villanicole.net,info@villanicole.net,42019,17800,,,,,,,
Filottrano,ANCONA,BED & BREAKFAST,BedBreakfast,B&B PRINCIPERTO,60024,via San Biagio  110,ROBERTO CANTORI,FILOTTRANO,,,,338 6886125,,robertocantori@libero.it,42019,17698,,,,,,,
Fiordimonte,MACERATA,BED & BREAKFAST,BedBreakfast,B&B IL CASTELLO,62030,via G. Lapucci snc,ALESSANDRO STEFANI,FIORDIMONTE,loc.Castello di Fiordimonte,0737 44174,,334 1405162,www.bnbilcastello.com,bnbilcastello@gmail.com,43018,17442,,,,,,,
Fiuminata,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO COLLE di ROSA OLIVIERI,62020,frazione Fonte di Brescia 3,ROSA OLIVIERI,FIUMINATA,FIUMINATA,0737 549227,,06 3314223,www.agriturismocolle.it,rosa_olivieri@libero.it,43019,1409,12.8843,43.1525,,,,,
Fiuminata,MACERATA,ALLOGGI AGRITURISTICI,Agriturismi,LA CASTAGNA,62020,'localita'' castagna 17',IDA BENEDETTI,FIUMINATA,FIUMINATA,73754629,73754794,3385873343,www.agriturismolacastagna.com,mazzalupi.claudio@gmail.com,43019,1408,12.9126,43.1955,,,,,
Fiuminata,MACERATA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,RESIDENCE GRAZIELLA di BOTTEI MARIA GRAZIA,62020,piazzale della Vittoria 17,MARIA GRAZIA BOTTEI,FIUMINATA,FIUMINATA,73754428,,,,,43019,4467,12.9316,43.1875,,,,,
Fiuminata,MACERATA,AREE DI SOSTA (PLEIN AIR),Aree di sosta di eccellenza,AREA DI SOSTA CAMPER AL PONTE,62020,,PATRIZIA DAVID,FIUMINATA,località Colle San Pietro,,,3316122179,,fiuminatavalleapert@libero.it,43019,16917,,,,,,,
Folignano,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,B&B DA GIULIANA,63040,Piazza Costantino Rozzi 3,Giuliana Benfaremo,FOLIGNANO,FOLIGNANO,,,349,2913066,,,44020,19212,,,,,,
Folignano,ASCOLI PICENO,ALBERGHI,Alberghi 4 stelle,HOTEL VILLA PIGNA,63040,viale Assisi 33,LUIS AVITABILE,FOLIGNANO,FOLIGNANO,0736 491868,0736 390653,335 7093992,www.hotelvillapigna.it,reception@hotelvillapigna.it,44020,14329,13.6354,42.8353,,,,,
Folignano,ASCOLI PICENO,TURISMO RURALE,Country House,PARCO DEI TIGLI,63040,Via Piane di Morro 68,PAOLA SIMONETTI,FOLIGNANO,FOLIGNANO,0736 390486,,,www.parcodeitigli.it,info@parcodeitigli.it,44020,13959,13.6578,42.8268,,,,,
Folignano,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,B&B LA COCCINELLA,63040,VIA MAZZINI 30,SILVIA SANTINI,FOLIGNANO,PIANE DI MORRO,,,3478340961,,pikkio94@libero.it,44020,18314,,,,,,,
Force,ASCOLI PICENO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO RAMUSE di CICCIOLI PAOLO,63045,'LOCALITA'' CASETTE 3',PAOLO CICCIOLI,FORCE,CASETTE,,,3286291859,www.ramuse.it,paolociccioli@ramuse.it,44021,14098,,,,,,,
Force,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,B&B GUSTISSIMO,63045,loc. Fontedonne 5,ANNEMIEKE KRANEN,FORCE,FONTEDONNE,31615677525,,3331421599,www.gustissimo.com,info@gustissimo.com,44021,14965,,,,,,,
Force,ASCOLI PICENO,ALBERGHI,Alberghi 2 stelle,LA VECCHIA POSTA,63045,piazza Guglielmo Marconi 10,ANTONIO ALESSANDRONI,FORCE,FORCE,736373255,736373255,336599255,www.albergolavecchiaposta.it,info@albergolavecchiaposta.it,44021,11390,13.4893,42962,,,,,
Force,ASCOLI PICENO,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,IL SETTECENTO di Servili Francesco,63045,via Collericcardo 18,FRANCESCO SERVILI,FORCE,San Giovanni,73479364,73479364,335477141,www.ilsettecento.it,info@ilsettecento.it,44021,17659,,,,,,,
Force,ASCOLI PICENO,AREE DI SOSTA (PLEIN AIR),Aree di Sosta,AREA SOSTA CAMPER,63045,,AUGUSTO CURTI,FORCE,,736373132,736373120,,,segreteria@comune.force.ap.it,44021,17278,,,,,,,
Force,ASCOLI PICENO,BED & BREAKFAST,BedBreakfast,B&B THE RETREAT,63045,via San Taddeo 12,JANA FRITZSCHE,FORCE,,736373299,,3349034401,www.lemarcheretreat.com,info@lemarcheretreat.com,44021,17557,,,,,,,
Fossombrone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,'SANT''ALDEBRANDO BED&BREAKFAST',61034,VIA S. ALDEBRANDO 23,ANNA ROSA ERCOLANI,FOSSOMBRONE,FOSSOMBRONE,721,714940,,3490587664,www.bebsantaldebrando.com,info@bebsantaldebrando.com,41015,13927,,,,,,
Fossombrone,PESARO E URBINO,ALBERGHI,Alberghi 3 stelle,AL LAGO,61034,parrocchia cattedrale 124,FRANCO NICOLETTI,FOSSOMBRONE,FOSSOMBRONE,721726129,721726129,,albergoristoranteallago.com,info@albergoristoranteallago.com,41015,11630,12769,43.6828,,,,,
Fossombrone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B AL MULINO,61034,Via Molino delle Ginestre 29,EDELWAIS MARIANI,FOSSOMBRONE,FOSSOMBRONE,0721 714072,,339 4503125,www.bbalmulino.it,info@bbalmulino.it,41015,161,12.7906,43.6515,,,,,
Fossombrone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B CAMERA CON VISTA,61034,via Umberto I 18,SAMUELE SANTI,FOSSOMBRONE,FOSSOMBRONE,0721 740774,,328 1696832,,santisamuele@libero.it,41015,18119,,,,,,,
Fossombrone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B ROMAGNOLI EDMEO,61034,a. Negri 7,EDMEO ROMAGNOLI,FOSSOMBRONE,FOSSOMBRONE,,,320,7219008,,bedandbreakfast.romagnoli@gmail.com,41015,15619,12.8282,43.6695,,,,
Fossombrone,PESARO E URBINO,ALBERGHI,Alberghi 1 stella,DA MARCO,61034,via G.Giganti 20,LIVIANA GIACOMONI,FOSSOMBRONE,FOSSOMBRONE,721714917,721714917,,www.albergodamarco.it,info@albergodamarco.it,41015,11631,12.8069,43.6888,,,,,
Fossombrone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,EL GATAREL,61034,via Pantaneto 10,MARZIO AGUZZI,FOSSOMBRONE,FOSSOMBRONE,721727189,,3476109534,www.elgatarel.it,elgatarel@tiscali.it,41015,1655,12.8564,43.6635,,,,,
Fossombrone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,EL MOR,61034,via molino delle ginestre 21,RICCARDO BATTISTINI,FOSSOMBRONE,FOSSOMBRONE,721727281,,,,,41015,1656,12.8057,43.6491,,,,,
Fossombrone,PESARO E URBINO,TURISMO RURALE,Country House,LA CAPINERA,61034,'localita'' san martino dei muri 1',RENZO GUERRA,FOSSOMBRONE,FOSSOMBRONE,721727346,,3349025031,www.lacapinera.com,info@lacapinera.com,41015,14176,12.7934,43628,,,,,
Fossombrone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,LA COLLINA DEGLI OLIVI,61034,VIA MONTE AGUZZO  29,LORENZO SCHIAVI,FOSSOMBRONE,FOSSOMBRONE,,,3285824812,,collinadegliolivi@libero.it,41015,18449,,,,,,,
Fossombrone,PESARO E URBINO,ALBERGHI,Alberghi 2 stelle,MANCINELLI LUCIANO,61034,piazza Ottaviano Petrucci 5,LUCIANO MANCINELLI,FOSSOMBRONE,FOSSOMBRONE,0721 716550,,,www.albergomancinelli.it,mancinelli52@libero.it,41015,11632,12.8107,43.6896,,,,,
Fossombrone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,RANCO,61034,,SIMONA PAGINI,FOSSOMBRONE,FOSSOMBRONE,721824564,721824564,3388502953,IN ALLESTIMENTO,INFO.RANCO@LIBERO.IT,41015,13824,12.7928,43.7053,,,,,
Fossombrone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,VALLETARUGO DI PARADISI TERENZIO,61034,campagna parrocchia caspessa 1,TERENZIO PARADISI,FOSSOMBRONE,FOSSOMBRONE,721727221,,,www.valletarugo.it,webmaster@valletarugo.it,41015,1658,12.8387,43.6377,,,,,
Fossombrone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO CASCINA MARIANNA,61034,via dei Molini 32,NICOLA EUSEPI,FOSSOMBRONE,Isola di Fano,,,348 8084604,www.camarianna.it,cascinamarianna@hotmail.com,41015,17339,,,,,,,
Fossombrone,PESARO E URBINO,AREE DI SOSTA (PLEIN AIR),Aree di Sosta,AREA DI SOSTA CAMPER,61034,,AREA DI SOSTA AREA DI SOSTA CAMPER,FOSSOMBRONE,LOC. Le Mosse,,,,,,41015,15817,,,,,,,
Fossombrone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B CORTE ROSSA,61034,Cesare Battisti 28,NICOLA NORI,FOSSOMBRONE,,,,3338767396,,bbcorterossa@libero.it,41015,18362,,,,,,,
Fossombrone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B LA FINESTRA SUL FIUME,61034,VIA UMBERTO I  30,RITA RINCI,FOSSOMBRONE,,0721 714540,,339 7911841,www.ritarinci.com,rita.rinci@gmail.com,41015,16097,,,,,,,
Fossombrone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,CASAL SAN SERGIO,61034,via san sergio 11 snc,MARIA SABATINI,FOSSOMBRONE,,0721 727413 (Ristorante) - 0721 1626223 (Camere),0721 727413,3408793130,www.casalsansergio.it,info@casalsansergio.it,41015,16110,,,,,,,
Fossombrone,PESARO E URBINO,TURISMO RURALE,Country House,IL GINEPRO,61034,via Frati Cappuccini 19,RAFFAELLA STURBA,FOSSOMBRONE,,,,3455733104; 335461036,www.ilginepro.net,info@ilginepro.net,41015,16108,,,,,,,
Fossombrone,PESARO E URBINO,TURISMO RURALE,Country House,VILLA CERBARA,61034,strada San Piero in Tambis 33,ELENA VITAIOLI,FOSSOMBRONE,,0721 720245; 0721 720832,0721 720832,373 7104144,,lacerbara@libero.it,41015,16119,,,,,,,
Francavilla d'Ete,FERMO,TURISMO RURALE,Country House,CASAL DEI FICHI,63020,contrada Pieve Vecchia 25,IAN MICHEAL RICHARDS,FRANCAVILLA D'ETE,'FRANCAVILLA D'' ETE',734959018,,3472647680,www.casaldeifichi.com,info@casaldeifichi.com,109007,15462,13.5368,43.1789,,,,,
Francavilla d'Ete,FERMO,ALLOGGI AGRITURISTICI,Agriturismi,IL COLLE DEI CECI,63020,c.da San Sisto 8,DAVID CECI,FRANCAVILLA D'ETE,,0734 966235,,328 1325748; 329 9778324,www.ilcolledeiceci.it,info@ilcolledeiceci.it,109007,17281,,,,,,,
Fratte Rosa,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,'AGRITURISMO CASALE DEL PODESTA'' DI BONIFAZI ROBERTO',61040,via dei lubachi 1,ROBERTO BONIFAZI,FRATTE ROSA,FRATTE ROSA,,721741182,3355443147,,info@bonifaziassicurazioni.it,41016,15294,12.8979,43.6309,,,,,
Fratte Rosa,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,'SOCIETA'' AGRICOLA FRATTE ROSA',61040,via delle Serre 28,EMMA BERTI,FRATTE ROSA,,0721 777412,,,,agriturismo@terracruda.it,41016,17342,,,,,,,
Fratte Rosa,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,GREGORI GIUSEPPINA,61040,via Carducci 24,GIUSEPPINA GREGORI,FRATTE ROSA,,,,3332228267,,giungagreg@gmail.com,41016,18075,,,,,,,
Fratte Rosa,PESARO E URBINO,ALBERGHI,Alberghi 1 stella,LOCANDA DELLA RAVIGNANA,61040,PRIMO MAGGIO s.n.c.,LORENZO GARBUGLI,FRATTE ROSA,,0721 777552,0721 777520,340,4937714,www.locandadellaravignana.it,alessandra@studiospallacci.it,41016,15998,,,,,,
Frontino,PESARO E URBINO,TURISMO RURALE,Country House,LE QUERCE,61020,loc. Calmugnano 103,FEDERICA CROCETTA,FRONTINO,CALMUGNANO,72271370,72271370,3396897688,www.locandalequerce.com,lequerce32@hotmail.com,41017,12041,,,,,,,
Frontino,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,'B&B CA'' GIORGETTO',61020,'localita'' ca'' giorgetto 216',PATRIZIA SILVAGNI,FRONTINO,FRONTINO,3485124389,,3485124389,www.bedandbreakfastcagiorgetto.com,paxismith@libero.it,41017,13723,12.3584,43.7724,,,,,
Frontino,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,'LA SPIGA D''ORO',61020,VIA SAN GIROLAMO SN,ANTONELLA GIAMPIERI,FRONTINO,FRONTINO,72271362,,3485253425,www.laspigadoro.eu,mail@lasipgadoro.eu,41017,15377,,,,,,,
Frontino,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B BORGO CASANOVA di ERCOLANI LUCIANA,61020,loc. Casanova 1,LUCIANA ERCOLANI,FRONTINO,FRONTINO,722721554,72277117,3356480793,www.borgocasanova.it,,41017,14027,12.3781,43.7646,,,,,
Frontino,PESARO E URBINO,CASE PER FERIE,Case per Ferie,CENTRO SERVIZIO POLIVALENTE DEL MONTEFELTRO,61020,corso Giovanni XXIII 1,VALERIO CUCCHIARINI,FRONTINO,FRONTINO,,,3351230615,,valerio@lamacina.it,41017,15585,12.3781,43.7646,,,,,
Frontino,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,IL MUTINO,61020,via del mutino 57,GRAZIANO LAZZARINI,FRONTINO,FRONTINO,,,33553691229,,,41017,15584,12.3777,43.7666,,,,,
Frontino,PESARO E URBINO,TURISMO RURALE,Country House,LA PALAZZINA,61020,,MARIA CARMEN SISTI,FRONTINO,FRONTINO,,,3355919314,,carmen@sistivenanzio.it,41017,18469,,,,,,,
Frontino,PESARO E URBINO,ALBERGHI,Alberghi 2 stelle,LA ROCCA DEI MALATESTA,61020,corso giovanni XXIII 1,BAIBA BRUVERE,FRONTINO,FRONTINO,0722 71102,722710910,349 6229009,www.laroccadeimalatesta.com,info@laroccadeimalatesta.com,41017,11983,12.3781,43.7646,,,,,
Frontino,PESARO E URBINO,CAMPEGGI,Campeggi 1 stella,PIAN DEI PRATI,61020,,SILVIA SEVERINI,FRONTINO,FRONTINO,0722 727036,0722 727036,347 1398352,www.campingpiandeiprati.com,info@campingpiandeiprati.com,41017,3452,,,,,,,
Frontino,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,SOTTO LA TORRE,61020,Via Europa Unita 7,Emanuela Vasta,FRONTINO,FRONTINO,72271341,,3472686038,,bbsottolatorre@libero.it,41017,18830,,,,,,,
Frontino,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO MONTEFIORENTINO,61020,loc. Montefiorentino 174,GIUSEPPE LARGHETTI,FRONTINO,loc. Montefiorentino,,,3384972891,www.montefiorentino.it,info@montefiorentino.it,41017,16463,,,,,,,
Frontino,PESARO E URBINO,ALLOGGI IN AFFITTO,Affittacamere,CALIENDI CORRADO 1,61020,,CORRADO CALIENDI,FRONTINO,PIAN DEI PRATI,72277189,,,,,41017,13616,,,,,,,
Frontino,PESARO E URBINO,ALLOGGI IN AFFITTO,Affittacamere,CALIENDI CORRADO,61020,,CORRADO CALIENDI,FRONTINO,PIAN DEI PRATI - FRONTINO,72277189,,,,,41017,718,,,,,,,
Frontino,PESARO E URBINO,TURISMO RURALE,Country House,RESIDENZA SAN GIROLAMO,61020,San Girolamo 1,Umberto Paolo Paesani,FRONTINO,SAN GIROLAMO,72271293,722710916,3387362873,www.sangirolamo.com,info@sangirolamo.com,41017,12040,,,,,,,
Frontino,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO DAI DU BOURDEI,61020,via Cà Marchino snc,FEDERICA SISTI,FRONTINO,,,,333 4723212,,info@daidubourdei.com,41017,17850,,,,,,,
Frontino,PESARO E URBINO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,CORRADO CALIENDI,61020,'LOCALITA'' PIAN DEI PRATI sn',CORRADO CALIENDI,FRONTINO,,72277189,,3402376555,,,41017,16077,,,,,,,
Frontone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,IL POGGIO,61040,frazione Poggio 6,ERMENEGILDO FILIPPINI,FRONTONE,ANCONA,721790605,,3293992610,,,41018,14015,13.5758,43.5553,,,,,
Frontone,PESARO E URBINO,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,CASA VACANZE IL CAPRILE,61040,,BRUNA ROSSI,FRONTONE,Caprile,335200870,,335 5882792,www.edilmartino.com,brunarossi1976@virgilio.it,41018,15796,,,,,,,
Frontone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B IL GIBBO,61040,VIA FONTE AVELLANA 37,GIULIANA BARTOCCI,FRONTONE,FOCE,0721 786433,,339 6514756,,giuly.bartocci@virgilio.it,41018,15751,,,,,,,
Frontone,PESARO E URBINO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO PIAN DI GALLO,61040,strada della contea 15,MARCELLO BARTOLINI,FRONTONE,FRONTONE,721790670,721790670,3336500059,,coopag3a@gmail.com,41018,14589,12.7537,43.5317,,,,,
Frontone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B AI PIEDI DEL CATRIA,61040,via Strada del Caprile 2,PAOLO MORBIDELLI,FRONTONE,FRONTONE,(+39)0721959228,(+39)0721959228,(+39)3355438129,www.aipiedidelcatria.it,pmorbi@tin.it,41018,15455,12.7195,43.4934,,,,,
Frontone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B LA FOCE,61040,via fonte avellana 19,ENRICO LUCARINI,FRONTONE,FRONTONE,338 8752004,,338 8752004,www.beblafoce.it,cinisco@alice.it; info@beblafoce.it,41018,14377,12.7261,43.5098,,,,,
Frontone,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,B&B LA TANA,61040,via buonconsiglio 9,FERDINANDO RAGGI,FRONTONE,FRONTONE,,,3466008982; 3293062221,,ferdinando.raggi@libero.it; info@latanabed.it,41018,13432,12.7197,43.5163,,,,,
Frontone,PESARO E URBINO,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,CASA VACANZE EDILFRONTONE,61040,Via Colombara SN,Giorgio Giuliacci,FRONTONE,FRONTONE,721790661,,,,,41018,18671,,,,,,,
Frontone,PESARO E URBINO,ALBERGHI,Alberghi 2 stelle,IL DAINO,61040,via roma 19 19,SILVANA DOMINICI,FRONTONE,FRONTONE,721786101,721786101,3387757518,,info@hotelildaino.it,41018,11635,12.7369,43.5137,,,,,
Frontone,PESARO E URBINO,ALLOGGI IN AFFITTO,Affittacamere,LOCANDA DEL CASTELLO,61040,piazzale della Rocca 5,Buono da Matti SRLS,FRONTONE,FRONTONE,,7211840180,3337367030,www.locandadelcastello.it,locandadelcastello@liberto.it,41018,719,12.7278,43.5171,,,,,
Frontone,PESARO E URBINO,RIFUGI,Rifugio Escursionistico,RIFUGIO MONTE CATRIA COTALINE 1400,61040,,MICHELE ORADEI,FRONTONE,Monte Acuto,329,8624554,,328,3339285,,cupadellecotaline@gmail.com,41018,17822,,,,,
Frontone,PESARO E URBINO,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,CASA VACANZE OSTERIACCIO,61040,via Osteriaccio 3,WILLER TAGNANI,FRONTONE,MONTE SAN VITO,,,3888064620; 3485102864; 338 4055527,www.osteriaccio.it,info@osteriaccio.it,41018,16822,13.27,43.6011,,,,,
Frontone,PESARO E URBINO,AREE DI SOSTA (PLEIN AIR),Aree di sosta di eccellenza,IL CINISCO,61040,via Cinisco snc,ERICA CASADEI,FRONTONE,,,,338 6847215; 329 4910202,www.ilcinisco.it,informazioni.html,info@ilcinisco.it,41018,16533,,,,,,
Gabicce Mare,PESARO E URBINO,ALBERGHI,Alberghi 2 stelle,'ALBERGO EVEREST MEUBLE'' GARNI',61011,via Enrico Filiberto 2,LETIZIA VINCENZETTI,GABICCE MARE,GABICCE MARE,0541 953434,541953434,388 7637193,www.hotel-everest.com,heverest@libero.it,41019,11672,12.7719,43.9635,,,,,
Gabicce Mare,PESARO E URBINO,BED & BREAKFAST,BedBreakfast,'B&B MAISON d''O',61011,via panoramica 1,PAOLA MICHELACCI,GABICCE MARE,GABICCE MARE,0541 954361,0541 954544,,,paolamichelacci@michelacci.com,41019,15644,12.7593,43.9661,,,,,
Gabicce Mare,PESARO E URBINO,ALBERGHI,Alberghi 1 stella,'BREZZA MEUBLE''',61011,via Vittorio Veneto 117,IGINO FILIPPINI,GABICCE MARE,GABICCE MARE,541960273,,,,,41019,11657,12.7556,43.9672,,,,,
Gabicce Mare,PESARO E URBINO,ALBERGHI,Alberghi 2 stelle,'ITALIA MEUBLE''',61011,via Vittorio Veneto 132,LETIZIA VINCENZETTI,GABICCE MARE,GABICCE MARE,541950002,541950002,,www.hotelitaliagabiccemare.com,info@hotelitaliagabiccemare.com,41019,11686,12.7556,43.9672,,,,,
Gabicce Mare,PESARO E URBINO,ALBERGHI,Alberghi 2 stelle,'PARIS MEUBLE'' GARNI''',61011,via Cesare Battisti 78,LETIZIA VINCENZETTI,GABICCE MARE,GABICCE MARE,541954125,541954125,,www.gabiccemare.com,paris,,41019,11947,12757,43.9666,,,,
Gabicce Mare,PESARO E URBINO,ALBERGHI,Alberghi 1 stella,'ROSA MEUBLE'' GARNI',61011,via edmondo de amicis 42,FRANCESCO PALAZZI,GABICCE MARE,GABICCE MARE,541950062,541821231,,www.gabiccemare.com,rosa,rosa@gabiccemare.com,41019,11725,12.7518,43.9674,,,,
Gabicce Mare,PESARO E URBINO,ALBERGHI,Alberghi 3 stelle,ACRUX,61011,via Vittorio Veneto 146,LETIZIA VINCENZETTI,GABICCE MARE,GABICCE MARE,541968417,541968417,,www.hotelacrux.com,info@hotelacrux.com,41019,11637,12.7564,43.9671,,,,,
Gabicce Mare,PESARO E URBINO,ALBERGHI,Alberghi 3 stelle,ADLER,61011,viale mare 13,LETIZIA VINCENZETTI,GABICCE MARE,GABICCE MARE,541954378,541953540,,www.adlerhotel.eu,info@adlerhotel.eu,41019,11638,12.7613,43966,,,,,
